secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
196,82,173,1.68668,30.366,0,271,10.4,-0.56879754,44.85105830,0,2.23963,7,0,51,80,68,22,20,0,0,0,0
197,82,174,1.69521,30.9708,0,254,10.4,-0.56873929,44.85112292,0,1.71053,7,0,54,80,81,22.5,22.5,0,0,0,0
198,83,173,1.70381,30.4668,0,254,9.8,-0.56868070,44.85118805,0,1.01286,7,0,54,79,76,21.5,19.5,0,0,0,0
199,83,173,1.71237,30.9024,0,268,9.2,-0.56862320,44.85125334,0,0.311925,7,0,54,79,76,21.5,19.5,0,0,0,0
200,83,174,1.72095,30.4668,0,288,8.6,-0.56856536,44.85131864,0,-0.634595,7,0,53,83,75.5,22.5,20.5,0,0,0,0
201,83,173,1.72949,30.2652,0,288,8.6,-0.56850736,44.85138351,0,-0.883971,7,0,53,83,75.5,22.5,20.5,0,0,0,0
202,83,173,1.73786,30.0636,0,288,8.2,-0.56845003,44.85144680,0,-1.85692,7,0,53,84.5,77,23.5,22.5,0,0,0,0
203,82,174,1.74628,30.2976,0,294,7.4,-0.56839270,44.85151067,0,-3.04917,7,0,53,84.5,77,23.5,22.5,0,0,0,0
204,82,174,1.75469,30.2328,0,314,7.6,-0.56833503,44.85157428,0,-2.81136,7,0,52,82.5,81,22,22,0,0,0,0
205,83,173,1.76316,30.366,0,292,7.6,-0.56827753,44.85163858,0,-2.81136,7,0,51,79,87,22,25,0,0,0,0
206,83,174,1.77164,30.5352,0,290,8,-0.56822137,44.85170362,0,-2.81642,7,0,53,82.5,77,23.5,22,0,0,0,0
207,83,174,1.7802,30.8016,0,290,8.6,-0.56816471,44.85176925,0,-2.11548,7,0,53,85,77.5,24,21.5,0,0,0,0
208,83,173,1.78876,31.0392,0,279,9,-0.56810863,44.85183513,0,-0.950517,7,0,53,85,77.5,24,21.5,0,0,0,0
209,84,174,1.79741,31.0716,0,299,9.2,-0.56805373,44.85190252,0,-0.0183683,7,0,55,83,79,23.5,22.5,0,0,0,0
210,84,174,1.80602,31.14,0,309,9.4,-0.56799715,44.85196874,0,0.91322,7,0,54,85.5,80,24.5,23.5,0,0,0,0
211,84,173,1.81473,31.4748,0,311,9.2,-0.56793856,44.85203504,0,0.683599,7,0,54,85.5,80,24.5,23.5,0,0,0,0
212,85,173,1.82345,31.14,0,311,8.8,-0.56787914,44.85210117,0,0.702781,7,0,54,84.5,79.5,23.5,22,0,0,0,0
213,84,173,1.83206,30.8016,0,314,8.6,-0.56782105,44.85216672,0,1.42061,7,0,54,84.5,79.5,23.5,22,0,0,0,0
214,83,174,1.84059,30.6,0,300,8.6,-0.56776045,44.85223025,0,1.1828,7,0,53,83,76,23,20,0,0,0,0
215,84,174,1.84913,30.9708,0,306,8.4,-0.56769641,44.85229211,0,0.948608,7,0,53,87,80.5,25,23,0,0,0,0
216,84,174,1.8578,31.0392,0,272,8.6,-0.56763338,44.85235598,0,0.70759,7,0,51,83,80,23,22,0,0,0,0
217,84,174,1.86645,30.9384,0,272,8.4,-0.56757471,44.85242170,0,-0.224559,7,0,55,80.5,81,22.5,22.5,0,0,0,0
218,84,174,1.87491,30.1968,0,279,8.4,-0.56751779,44.85248615,0,-0.691848,7,0,55,80.5,81,22.5,22.5,0,0,0,0
219,84,174,1.88339,31.0032,0,265,8.8,-0.56745652,44.85254893,0,-0.451364,7,0,52,81,76.5,20.5,22,0,0,0,0
220,84,174,1.89193,30.9384,0,279,9,-0.56738913,44.85260903,0,-0.44946,7,0,53,80,77.5,23.5,20,0,0,0,0
221,84,174,1.90048,30.9708,0,279,9,-0.56731830,44.85266720,0,-0.219839,7,0,53,83.5,74,24.5,21.5,0,0,0,0
222,83,174,1.90908,30.6684,0,255,8.8,-0.56724815,44.85272638,0,0,7,0,53,83.5,74,24.5,21.5,0,0,0,0
223,83,175,1.91763,30.4344,0,284,8.8,-0.56718067,44.85278648,0,0.238607,7,0,51,75,71,19,21,0,0,0,0
224,83,175,1.92604,30.0312,0,285,8.8,-0.56711454,44.85284574,0,0.238607,7,0,55,74,69.5,19.5,20,0,0,0,0
225,82,174,1.93444,30.096,0,265,8.8,-0.56704816,44.85290474,0,0.472799,7,0,48,74,75,20.5,20,0,0,0,0
226,81,175,1.94271,29.2896,0,284,9,-0.56698252,44.85296275,0,0.483956,7,0,50,77.5,74.5,21.5,20.5,0,0,0,0
227,81,175,1.95094,29.9952,0,293,9.2,-0.56691715,44.85302033,0,0.958183,7,0,50,77.5,74.5,21.5,20.5,0,0,0,0
228,80,174,1.9591,29.2248,0,269,10,-0.56685185,44.85307724,0,1.93858,7,0,48,74,76.5,19,20.5,0,0,0,0
229,80,174,1.96719,28.6524,0,267,10.6,-0.56678630,44.85313315,0,2.20853,7,0,50,72,80,18.5,18,0,0,0,0
230,79,174,1.97529,29.4264,0,267,10.4,-0.56672084,44.85318923,0,1.72743,7,0,50,72,80,18.5,18,0,0,0,0
231,80,174,1.98358,29.8296,0,290,10.2,-0.56665739,44.85324865,0,1.48617,7,0,54,80,77,23,21,0,0,0,0
232,81,175,1.992,29.9628,0,284,9.8,-0.56659394,44.85330959,0,1.24367,7,0,54,80,77,23,21,0,0,0,0
233,81,174,2.00038,30.1644,0,246,9.6,-0.56652772,44.85336852,0,1.00501,7,0,57,83.5,81.5,23,22,0,0,0,0
234,82,174,2.00878,30.2328,0,268,9.4,-0.56645840,44.85342585,0,0.766914,7,0,54,80,71.5,21,18,0,0,0,0
235,82,174,2.01721,30.4668,0,252,9.4,-0.56638624,44.85348167,0,0.766914,7,0,52,80,71.5,21.5,18,0,0,0,0
236,82,174,2.02575,30.9384,0,252,9.6,-0.56631180,44.85353733,0,0.759268,7,0,54,79,79,23,20.5,0,0,0,0
237,83,175,2.03439,30.8016,0,278,9.6,-0.56623754,44.85359441,0,0.516254,7,0,54,79,79,23,20.5,0,0,0,0
238,84,174,2.04295,31.0716,0,263,9.6,-0.56616537,44.85365182,0,-0.464138,7,0,53,81.5,80.5,22,21,0,0,0,0
239,84,174,2.05169,30.87,0,263,9.6,-0.56609178,44.85371050,0,-1.20579,7,0,52,78,76.5,21.5,20.5,0,0,0,0
240,84,175,2.06029,30.9384,0,254,9.6,-0.56601844,44.85376775,0,-0.958881,7,0,50,79.5,80.5,22.5,21.5,0,0,0,0
241,83,174,2.06893,30.7692,0,245,9.6,-0.56594602,44.85382592,0,-0.717626,7,0,50,79.5,80.5,22.5,21.5,0,0,0,0
242,83,174,2.07752,30.7008,0,237,9.6,-0.56587276,44.85388308,0,-0.242567,7,0,54,77,77.5,21,20.5,0,0,0,0
243,83,175,2.08607,30.4992,0,230,9.8,-0.56579959,44.85393974,0,0.230015,7,0,59,76.5,74,20,20,0,0,0,0
244,83,174,2.09458,30.4992,0,260,9.8,-0.56572532,44.85399523,0,0.46811,7,0,59,78,70,21,18,0,0,0,0
245,83,174,2.10305,30.5676,0,260,10,-0.56564963,44.85404921,0,0.704238,7,0,59,79,70,20.5,18,0,0,0,0
246,82,174,2.11156,30.4344,0,248,9.8,-0.56557587,44.85410495,0,0.235028,7,0,59,79,70,20.5,18,0,0,0,0
247,82,174,2.12005,30.4992,0,242,10,-0.56550203,44.85416035,0,0.470599,7,0,53,79,80.5,20,20,0,0,0,0
248,83,174,2.12854,30.7692,0,268,10,-0.56542793,44.85421567,0,0.470599,7,0,56,82,77.5,21.5,21.5,0,0,0,0
249,83,174,2.13719,30.9384,0,277,10,-0.56535224,44.85427192,0,0.470599,7,0,54,82.5,76,22,21,0,0,0,0
250,84,174,2.14589,31.1724,0,262,10,-0.56527639,44.85432866,0,0.470599,7,0,53,76.5,76,19.5,21,0,0,0,0
251,84,174,2.15465,31.4064,0,231,9.8,-0.56520204,44.85438708,0,0.242289,7,0,53,76.5,76,19.5,21,0,0,0,0
252,85,174,2.16342,31.374,0,239,9.6,-0.56512828,44.85444609,0,0.0142386,7,0,56,75,68,19.5,18.5,0,0,0,0
253,84,174,2.17212,30.9384,0,270,9,-0.56505301,44.85450326,0,-0.909335,7,0,55,80,69.5,22,18,0,0,0,0
254,84,174,2.18074,30.6684,0,244,8.2,-0.56497682,44.85455866,0,-1.83741,7,0,54,83.5,72,24,20.5,0,0,0,0
255,83,174,2.18918,29.8944,0,244,7.8,-0.56489996,44.85461147,0,-2.54747,7,0,56,81,79.5,22,21.5,0,0,0,0
256,82,174,2.19763,30.2328,0,251,7.6,-0.56482217,44.85466369,0,-2.54914,7,0,56,81,79.5,22,21.5,0,0,0,0
257,81,174,2.20607,30.2652,0,270,7.4,-0.56474523,44.85471633,0,-3.02168,7,0,52,81.5,75.5,23.5,20,0,0,0,0
258,82,175,2.21463,30.2328,0,252,7.6,-0.56466878,44.85477089,0,-2.78803,7,0,51,86,82,24.5,23,0,0,0,0
259,82,174,2.22299,30.6,0,267,7.6,-0.56459578,44.85482537,0,-2.78803,7,0,53,80.5,88,22.5,23.5,0,0,0,0
260,83,174,2.23143,30.9384,0,254,7.8,-0.56451783,44.85487726,0,-2.55107,7,0,54,80.5,88,22.5,23.5,0,0,0,0
261,83,174,2.23993,30.87,0,245,8,-0.56443962,44.85492990,0,-2.08746,7,0,57,80.5,88,22.5,23.5,0,0,0,0
262,84,174,2.24849,31.0032,0,287,8.2,-0.56435756,44.85498010,0,-1.62577,7,0,57,78.5,75.5,21,20,0,0,0,0
263,84,174,2.25702,31.0032,0,286,8.2,-0.56427450,44.85502914,0,-0.93611,7,0,52,81,70,25,18.5,0,0,0,0
264,83,174,2.26557,30.7008,0,252,8.2,-0.56419143,44.85507834,0,0,7,0,50,75,70,21.5,18.5,0,0,0,0
265,83,174,2.27336,30.1968,0,235,8.2,-0.56411675,44.85512419,0,0.465897,7,0,55,78,68.5,22,20,0,0,0,0
266,83,174,2.28096,28.116,0,235,8.2,-0.56403847,44.85516383,0,0.702584,7,0,57,78,68.5,22,20,0,0,0,0
267,83,174,2.28925,30.9384,0,235,8.2,-0.56395875,44.85521237,0,0.939551,7,0,57,77.5,74.5,21,20,0,0,0,0
268,84,174,2.29769,30.7368,0,211,8.2,-0.56387804,44.85526207,0,0.705906,7,0,51,74.5,68.5,20,17.5,0,0,0,0
269,84,174,2.30624,30.5676,0,215,8.6,-0.56379430,44.85531085,0,1.17374,7,0,50,71.5,73.5,19.5,22.5,0,0,0,0
270,84,174,2.31486,31.0032,0,206,9,-0.56370906,44.85535913,0,1.40081,7,0,53,74.5,71,19,17,0,0,0,0
271,83,173,2.32341,30.636,0,206,9.4,-0.56362457,44.85540741,0,1.63335,7,0,52,74.5,71,19,17,0,0,0,0
272,83,173,2.33192,30.6684,0,223,9.6,-0.56353907,44.85545393,0,1.63473,7,0,52,74.5,74,20.5,19,0,0,0,0
273,83,173,2.34054,30.8016,0,277,9.8,-0.56345492,44.85550330,0,1.86675,7,0,58,82,72,22.5,19,0,0,0,0
274,83,173,2.3491,30.3336,0,249,9.8,-0.56337529,44.85555552,0,1.86675,7,0,56,82.5,79.5,23,22,0,0,0,0
275,83,173,2.35758,30.366,0,236,9.8,-0.56329784,44.85560833,0,1.86675,7,0,52,81.5,80,22,21,0,0,0,0
276,83,173,2.36621,30.7368,0,236,9.8,-0.56321469,44.85565879,0,1.86675,7,0,58,81.5,80,22,21,0,0,0,0
277,84,173,2.37484,30.4668,0,243,9.6,-0.56312811,44.85570614,0,1.635,7,0,58,82,76,22.5,19.5,0,0,0,0
278,83,173,2.3833,29.9304,0,253,9.4,-0.56304253,44.85575191,0,1.39859,7,0,52,80,72,22,19.5,0,0,0,0
279,83,172,2.39147,28.584,0,231,9.4,-0.56295963,44.85579575,0,0.930753,7,0,51,78.5,80,19.5,22,0,0,0,0
280,83,173,2.39972,30.096,0,231,9.2,-0.56287539,44.85583967,0,0.224292,7,0,53,78.5,80,19.5,22,0,0,0,0
281,83,173,2.40819,29.9304,0,215,9,-0.56278990,44.85588552,0,-0.479672,7,0,53,80,75,21,19,0,0,0,0
282,82,173,2.41671,30.366,0,215,9,-0.56270490,44.85593279,0,-0.71469,7,0,53,80,75,21,19,0,0,0,0
283,81,173,2.42522,29.4912,0,211,9,-0.56262410,44.85598333,0,-0.946708,7,0,52,75.5,73,20,20,0,0,0,0
284,81,173,2.43346,29.3904,0,217,9.2,-0.56254406,44.85603094,0,-0.70399,7,0,52,78,70.5,22,19,0,0,0,0
285,81,173,2.44185,30.132,0,232,9.2,-0.56246124,44.85607813,0,-0.70399,7,0,52,78,70.5,22,19,0,0,0,0
286,80,173,2.45011,28.9548,0,214,9.2,-0.56237851,44.85612356,0,-0.70399,7,0,52,78,73.5,21.5,19,0,0,0,0
287,80,173,2.45799,27.7128,0,265,9.2,-0.56229620,44.85616371,0,-0.47224,7,0,57,81,71,23,20,0,0,0,0
288,81,173,2.46615,30.5352,0,264,9,-0.56221314,44.85620730,0,-0.480931,7,0,53,88,83,25,24,0,0,0,0
289,81,172,2.47501,31.5072,0,244,9.2,-0.56212504,44.85625667,0,-0.255198,7,0,53,79.5,81.5,21.5,21,0,0,0,0
290,82,172,2.48348,29.7936,0,241,8.8,-0.56203628,44.85629933,0,-0.485028,7,0,54,79.5,81.5,21.5,21,0,0,0,0
291,82,173,2.49164,30.4668,0,228,9.2,-0.56195523,44.85634501,0,0.241295,7,0,54,80.5,75.5,20.5,20,0,0,0,0
292,82,173,2.5004,29.7612,0,228,9,-0.56187124,44.85639715,0,0.0129846,7,0,57,75,73.5,19.5,20.5,0,0,0,0
293,82,172,2.50904,30.9024,0,226,8.8,-0.56178558,44.85644551,0,-0.218497,7,0,55,76,73.5,20,20.5,0,0,0,0
294,82,172,2.51794,30.7008,0,216,9.2,-0.56169639,44.85649455,0,-0.0117771,7,0,50,76,72.5,21,20.5,0,0,0,0
295,82,172,2.52664,30.7692,0,216,9.2,-0.56160553,44.85653880,0,-0.0117771,7,0,55,76,72.5,21,20.5,0,0,0,0
296,82,172,2.53532,30.6684,0,216,9.6,-0.56151560,44.85658356,0,0.449052,7,0,55,76.5,71,20.5,20.5,0,0,0,0
297,81,172,2.54365,29.4588,0,185,9.8,-0.56142725,44.85662455,0,0.689148,7,0,55,76.5,73.5,20.5,20.5,0,0,0,0
298,81,172,2.55201,29.8296,0,218,10.2,-0.56133790,44.85666478,0,1.41272,7,0,54,76,67.5,20.5,19,0,0,0,0
299,82,171,2.56039,29.8944,0,216,10.2,-0.56124779,44.85670451,0,1.18698,7,0,54,76,67.5,20.5,19,0,0,0,0
300,82,171,2.5681,26.2008,0,215,10.2,-0.56116314,44.85673896,0,1.65924,7,0,54,74.5,74.5,20.5,20.5,0,0,0,0
301,82,171,2.57587,28.3176,0,189,10.2,-0.56107898,44.85677517,0,1.16904,7,0,52,72.5,71,18.5,19,0,0,0,0
302,82,171,2.5837,28.2168,0,182,10,-0.56099567,44.85681331,0,1.14192,7,0,55,72.5,71,18.5,19,0,0,0,0
303,82,171,2.59206,30.7368,0,196,10,-0.56090673,44.85685405,0,1.3734,7,0,55,71.5,66,21.5,17,0,0,0,0
304,82,171,2.60054,30.5676,0,196,10,-0.56081194,44.85688984,0,0.923967,7,0,56,71.5,66,21.5,17,0,0,0,0
305,83,171,2.60869,28.4508,0,174,10,-0.56071856,44.85692102,0,0.923967,7,0,56,71.5,71.5,21,20,0,0,0,0
306,82,171,2.61717,30.9024,0,152,10,-0.56062527,44.85695865,0,0.463137,7,0,54,65,72,18,21.5,0,0,0,0
307,79,171,2.62569,29.5272,0,118,10,-0.56053081,44.85699570,0,0.223041,7,0,54,63.5,61.5,17,17,0,0,0,0
308,79,170,2.63405,29.5596,0,0,10.2,-0.56043911,44.85703317,0,-0.0161934,7,0,56,58.5,62.5,14.5,18,0,0,0,0
309,79,170,2.64154,24.318,0,0,10.2,-0.56035428,44.85706326,0,-0.0161934,7,0,56,58.5,62.5,14.5,18,0,0,0,0
310,0,169,2.64775,22.7088,0,0,10.2,-0.56028371,44.85708790,0,-0.0161934,7,0,-255,0,0,0,0,0,0,0,0
311,0,168,2.65265,19.6488,0,0,10.8,-0.56023065,44.85711229,0,1.2083,7,0,-255,0,0,0,0,0,0,0,0
312,0,168,2.65809,19.584,0,0,11.4,-0.56017801,44.85714582,0,2.56667,7,0,-255,0,0,0,0,0,0,0,0
313,0,167,2.66267,15.8868,0,0,11.6,-0.56012336,44.85716627,0,3.00335,7,0,-255,0,0,0,0,0,0,0,0
314,0,165,2.66662,13.4352,0,0,11.8,-0.56007332,44.85717122,0,3.50968,7,0,-255,0,0,0,0,0,0,0,0
315,0,165,2.67013,12.564,0,0,12,-0.56002923,44.85717708,0,4.07948,7,0,-255,0,0,0,0,0,0,0,0
316,0,163,2.67397,12.564,0,0,11.8,-0.55998640,44.85719435,0,3.55864,7,0,-255,0,0,0,0,0,0,0,0
317,0,162,2.67675,6.3504,0,0,12,-0.55995774,44.85720936,0,4.27807,7,0,-255,0,0,0,0,0,0,0,0
318,0,160,2.67888,4.8024,0,0,12.4,-0.55993343,44.85722025,0,5.91677,7,0,-255,0,0,0,0,0,0,0,0
319,0,159,2.67918,2.3832,0,0,12.8,-0.55992907,44.85723182,0,7.7947,7,0,-255,0,0,0,0,0,0,0,0
320,0,159,2.68069,4.4676,0,0,13,-0.55995153,44.85723240,0,9.1192,7,0,-255,0,0,0,0,0,0,0,0
321,0,157,2.68324,6.5844,0,0,13.2,-0.55998313,44.85723760,0,8.67903,7,0,-255,0,0,0,0,0,0,0,0
322,0,156,2.68638,9.7416,0,0,13.2,-0.56002295,44.85723735,0,7.57609,7,0,-255,0,0,0,0,0,0,0,0
323,31,156,2.68989,12.0924,0,230,12.8,-0.56006569,44.85722796,0,5.99981,7,0,-255,0,0,0,0,0,0,0,0
324,43,155,2.69373,14.58,0,322,12.4,-0.56010786,44.85721044,0,4.45181,7,0,67,94.5,90,26,28.5,0,0,0,0
325,43,155,2.69773,15.1812,0,341,12,-0.56015295,44.85719402,0,2.88201,7,0,57,94.5,94,26.5,31.5,0,0,0,0
326,50,155,2.70246,18.2736,0,341,12,-0.56020525,44.85717331,0,3.40284,7,0,50,90,95.5,24,31,0,0,0,0
327,56,155,2.70768,20.7576,0,348,11.6,-0.56026309,44.85715068,0,1.91713,7,0,55,90,95.5,24,31,0,0,0,0
328,61,156,2.71333,21.4992,0,377,11.4,-0.56032193,44.85712176,0,-0.314782,7,0,55,91,89,26,28.5,0,0,0,0
329,66,156,2.71953,23.9148,0,384,11.2,-0.56038488,44.85708849,0,-2.5153,7,0,53,90.5,93,23,29,0,0,0,0
330,70,157,2.72627,23.9832,0,385,11.2,-0.56045679,44.85705588,0,-3.8398,7,0,51,86,87.5,23.5,26,0,0,0,0
331,72,157,2.73332,25.9668,0,381,11,-0.56053097,44.85702060,0,-4.9078,7,0,51,86,87.5,23.5,26,0,0,0,0
332,51,158,2.74088,26.1684,0,140,10.8,-0.56061018,44.85698237,0,-5.17235,7,0,39,86,87.5,23.5,26,0,0,0,0
333,73,159,2.74857,26.9064,0,202,10.4,-0.56068964,44.85694239,0,-4.55291,7,0,39,67.5,86.5,18,25.5,0,0,0,0
334,74,160,2.7557,24.9228,0,265,10,-0.56076315,44.85690501,0,-4.07225,7,0,59,81,67.5,23,17.5,0,0,0,0
335,74,160,2.76305,25.7652,0,310,9.8,-0.56084245,44.85687048,0,-3.34436,7,0,52,86.5,84,25.5,22.5,0,0,0,0
336,76,161,2.77037,26.1,0,333,9.6,-0.56092015,44.85683452,0,-3.61758,7,0,57,86.5,84,25.5,22.5,0,0,0,0
337,78,161,2.77774,26.5356,0,369,9.6,-0.56099650,44.85679621,0,-2.8513,7,0,57,88,84,24,22.5,0,0,0,0
338,82,162,2.78584,29.2572,0,458,9.4,-0.56108125,44.85675522,0,-2.74423,7,0,54,85.5,81.5,23.5,23,0,0,0,0
339,86,162,2.79438,31.14,0,450,9.4,-0.56117127,44.85671273,0,-2.42165,7,0,50,84.5,78,21,24,0,0,0,0
340,58,163,2.80266,29.6604,0,136,9.6,-0.56126037,44.85667316,0,-2.1801,7,0,25,41,78,8.5,24,0,0,0,0
341,88,163,2.81114,31.5432,0,221,9.6,-0.56135726,44.85663905,0,-1.89642,7,0,55,41,78,8.5,24,0,0,0,0
342,78,164,2.82125,32.382,0,209,10.2,-0.56148366,44.85661022,0,-1.03839,7,0,55,77.5,79,23.5,18.5,0,0,0,0
343,79,165,2.83073,32.2128,0,310,10.2,-0.56158441,44.85656378,0,-0.518239,7,0,63,78.5,62,24,17,0,0,0,0
344,80,165,2.84051,32.6484,0,266,10,-0.56168625,44.85651391,0,-0.161728,7,0,49,82.5,86.5,25,25.5,0,0,0,0
345,80,165,2.84992,32.6844,0,233,9.8,-0.56178591,44.85646756,0,-0.102159,7,0,55,81,73,23.5,20.5,0,0,0,0
346,81,166,2.85957,33.39,0,233,9.6,-0.56188666,44.85641844,0,-0.0361886,7,0,47,81,73,23.5,20.5,0,0,0,0
347,81,166,2.86906,33.2208,0,222,9.6,-0.56198440,44.85636882,0,-0.0361886,7,0,47,81,73,23.5,20.5,0,0,0,0
348,82,167,2.87871,33.2532,0,245,9.6,-0.56208280,44.85631744,0,0.210725,7,0,55,79.5,72.5,20.5,21,0,0,0,0
349,82,167,2.88866,33.894,0,215,9.6,-0.56218363,44.85626379,0,0.210725,7,0,51,80.5,78.5,22.5,21,0,0,0,0
350,82,167,2.89846,33.9588,0,234,10,-0.56228279,44.85621082,0,0.377342,7,0,56,82,77,23.5,21,0,0,0,0
351,82,167,2.90845,34.4304,0,246,10.2,-0.56238245,44.85615550,0,0.577543,7,0,51,82,77,23.5,21,0,0,0,0
352,83,167,2.91843,34.5636,0,220,10.4,-0.56248086,44.85609926,0,0.184472,7,0,51,82,70.5,23,18,0,0,0,0
353,83,168,2.92818,34.5312,0,201,10.2,-0.56257566,44.85604310,0,-0.0206567,7,0,51,82,70.5,23,18,0,0,0,0
354,83,168,2.9377,34.2612,0,187,10,-0.56266995,44.85598987,0,-0.0262417,7,0,53,75,67.5,21.5,20.5,0,0,0,0
355,83,168,2.94734,34.0596,0,251,9.8,-0.56276760,44.85593790,0,-0.0211707,7,0,53,75,67.5,21.5,20.5,0,0,0,0
356,84,168,2.95727,34.5636,0,248,9.4,-0.56286852,44.85588468,0,-0.216737,7,0,53,82.5,67.5,22,20.5,0,0,0,0
357,83,169,2.96704,33.5916,0,252,9.2,-0.56296902,44.85583313,0,-0.421445,7,0,50,78,86,22,25,0,0,0,0
358,82,169,2.97708,33.7932,0,253,9.2,-0.56306918,44.85577747,0,-0.421445,7,0,49,72,78.5,20,20.5,0,0,0,0
359,82,169,2.98699,33.8256,0,287,9.2,-0.56316700,44.85572174,0,-0.421445,7,0,47,76,78,20.5,21.5,0,0,0,0
360,81,169,2.99674,33.8256,0,287,9.2,-0.56326306,44.85566667,0,-0.829608,7,0,64,76,78,20.5,21.5,0,0,0,0
361,67,169,3.00671,34.7652,0,236,9.2,-0.56335802,44.85560766,0,-1.02981,7,0,64,82,80.5,21.5,22,0,0,0,0
362,68,169,3.01697,34.9344,0,268,9,-0.56345659,44.85554722,0,-1.42514,7,0,21,61.5,80,9.5,21,0,0,0,0
363,63,169,3.02732,35.9424,0,244,8.8,-0.56355810,44.85548838,0,-1.41325,7,0,63,61.5,80,9.5,21,0,0,0,0
364,64,169,3.03768,35.2368,0,204,9,-0.56365885,44.85542870,0,-1.01012,7,0,51,72.5,77.5,20.5,22,0,0,0,0
365,84,169,3.04774,34.5636,0,224,9,-0.56375767,44.85537171,0,-0.802646,7,0,54,72.5,77.5,20.5,22,0,0,0,0
366,84,170,3.05776,34.866,0,259,8.8,-0.56385649,44.85531521,0,-0.599427,7,0,54,80,62,23,16.5,0,0,0,0
367,84,170,3.06768,34.902,0,227,8.2,-0.56395406,44.85525897,0,-0.999558,7,0,46,75,62,20,16.5,0,0,0,0
368,84,170,3.0775,34.2612,0,228,8,-0.56405003,44.85520289,0,-1.20322,7,0,52,74.5,84,20,23.5,0,0,0,0
369,84,170,3.08723,34.4628,0,222,8.2,-0.56414307,44.85514556,0,-0.997674,7,0,50,77,69.5,19.5,19,0,0,0,0
370,83,170,3.09697,34.362,0,222,9,-0.56423510,44.85508722,0,-0.176319,7,0,52,77,69.5,19.5,19,0,0,0,0
371,83,170,3.10673,34.632,0,205,9.4,-0.56432764,44.85502914,0,0.233517,7,0,52,75,74,21.5,20,0,0,0,0
372,84,170,3.11664,34.8336,0,197,9.6,-0.56442110,44.85496971,0,0.630265,7,0,53,74,77,20.5,21.5,0,0,0,0
373,84,170,3.12645,35.0352,0,216,9.8,-0.56451414,44.85491121,0,1.02738,7,0,55,72.5,70,18.5,20.5,0,0,0,0
374,84,170,3.13649,35.3376,0,216,10.2,-0.56460676,44.85484935,0,1.23273,7,0,53,72.5,70,18.5,20.5,0,0,0,0
375,86,171,3.14665,35.6724,0,227,10.4,-0.56469871,44.85478548,0,1.42958,7,0,53,81.5,70.5,23,20,0,0,0,0
376,86,171,3.15682,35.9424,0,199,10.6,-0.56479175,44.85472219,0,1.82584,7,0,54,74,75,19,19,0,0,0,0
377,86,171,3.16712,36.0432,0,211,10.6,-0.56488311,44.85465606,0,2.43068,7,0,54,72,64.5,17.5,17,0,0,0,0
378,86,170,3.17722,36.2088,0,182,10.8,-0.56497648,44.85459395,0,2.83236,7,0,52,75,68.5,19.5,18.5,0,0,0,0
379,87,170,3.18721,36.1764,0,182,10.6,-0.56507036,44.85453377,0,2.42661,7,0,52,75,68.5,19.5,18.5,0,0,0,0
380,87,171,3.19739,36.9504,0,161,10.6,-0.56516407,44.85447090,0,1.60526,7,0,52,71,71.5,19,19.5,0,0,0,0
381,87,170,3.20761,36.0432,0,176,10.6,-0.56525275,44.85440402,0,1.19542,7,0,56,69,57.5,18.5,14.5,0,0,0,0
382,86,170,3.2178,35.1684,0,198,10.6,-0.56533850,44.85433545,0,0.993607,7,0,47,68,61.5,17,16,0,0,0,0
383,86,170,3.22812,35.5068,0,196,10.4,-0.56542433,44.85426555,0,0.595935,7,0,54,72.5,69,20,19.5,0,0,0,0
384,86,170,3.23849,35.8092,0,196,10.2,-0.56551117,44.85419556,0,0,7,0,51,72.5,69,20,19.5,0,0,0,0
385,86,170,3.24869,35.7408,0,193,10.4,-0.56559314,44.85412465,0,0,7,0,51,72.5,67.5,20.5,18.5,0,0,0,0
386,85,170,3.2589,35.8092,0,204,10.6,-0.56567302,44.85405239,0,0,7,0,39,69,66.5,18,19.5,0,0,0,0
387,85,169,3.26898,35.2692,0,201,10.6,-0.56575441,44.85398249,0,0,7,0,60,67,73.5,17,20,0,0,0,0
388,85,169,3.27901,35.2368,0,216,10.4,-0.56583990,44.85391569,0,-0.3943,7,0,42,69,55,17.5,14,0,0,0,0
389,85,169,3.28918,35.5716,0,216,10.4,-0.56592632,44.85384796,0,-0.194099,7,0,47,71,78,19,23,0,0,0,0
390,85,169,3.29925,35.4384,0,177,10.4,-0.56601182,44.85378074,0,-0.194099,7,0,47,71,78,19,23,0,0,0,0
391,85,169,3.30927,35.406,0,175,10.4,-0.56609488,44.85371259,0,-0.194099,7,0,57,70,63,18,16.5,0,0,0,0
392,85,169,3.31917,35.1036,0,168,10.4,-0.56617593,44.85364462,0,-0.194099,7,0,55,70,63,18,16.5,0,0,0,0
393,85,168,3.32903,35.136,0,221,10.2,-0.56625749,44.85357756,0,-0.203141,7,0,52,74.5,58.5,21.5,14.5,0,0,0,0
394,85,168,3.33898,35.1036,0,253,10.4,-0.56633921,44.85350941,0,0.190728,7,0,55,75,70.5,21.5,19.5,0,0,0,0
395,85,168,3.34864,34.398,0,227,10,-0.56642245,44.85344571,0,-0.419429,7,0,55,75,70.5,21.5,19.5,0,0,0,0
